Date,China (SSE Composite Index),France (CAC 40),UK (FTSE 100),Germany (DAX),US (S&P 500),Canada (S&P/TSX Composite),Korea (KOSPI),Japan (Nikkei 225),India (Nifty 50)
2022-01-04,3649.14990234375,7273.56982421875,7384.5,16069.7998046875,4804.509765625,21335.599609375,2991.969970703125,29098.41015625,17681.400390625
2022-01-05,3628.260009765625,7320.47998046875,7505.2001953125,16177.4404296875,4787.990234375,21281.900390625,2984.050048828125,29288.80078125,17820.099609375
2022-01-06,3581.219970703125,7264.0,7516.89990234375,16076.16015625,4693.39013671875,21057.900390625,2925.39990234375,29136.75,17768.5
2022-01-07,3588.989990234375,7250.7900390625,7450.39990234375,15999.01953125,4697.66015625,21066.80078125,2933.780029296875,28711.529296875,17797.599609375
2022-01-11,3589.89990234375,7185.2099609375,7445.2998046875,15918.8203125,4669.14013671875,21086.19921875,2930.929931640625,28380.900390625,17997.75
2022-01-12,3578.159912109375,7235.47021484375,7491.39990234375,16054.9296875,4728.58984375,21338.0,2950.780029296875,28449.529296875,18170.400390625
2022-01-13,3601.030029296875,7215.47998046875,7551.7001953125,15959.830078125,4733.56005859375,21427.0,2979.909912109375,28658.220703125,18257.0
2022-01-14,3544.070068359375,7132.58984375,7563.89990234375,15929.3701171875,4637.990234375,21191.599609375,2937.610107421875,28246.990234375,18185.0
2022-01-18,3541.889892578125,7172.43017578125,7611.2001953125,15839.150390625,4632.240234375,21386.69921875,2898.97998046875,28451.33984375,18337.19921875
2022-01-19,3567.6298828125,7104.10986328125,7563.60009765625,15639.4501953125,4588.02978515625,21343.599609375,2840.340087890625,27928.890625,18129.19921875
2022-01-20,3556.22998046875,7190.02001953125,7589.7001953125,15837.240234375,4547.35009765625,21245.19921875,2842.280029296875,27401.4296875,17921.0
2022-01-21,3546.75,7088.43994140625,7585.0,15694.8203125,4471.3798828125,20921.80078125,2837.489990234375,27404.359375,17613.69921875
2022-01-24,3508.239990234375,7014.83984375,7494.10009765625,15499.6103515625,4356.31982421875,20465.19921875,2823.760009765625,27258.44921875,17575.150390625
2022-01-25,3509.280029296875,6870.27001953125,7297.2001953125,15139.0703125,4366.64013671875,20364.69921875,2786.409912109375,27466.8203125,17001.55078125
2022-01-27,3456.10009765625,6879.64013671875,7469.7998046875,15229.98046875,4380.580078125,20755.400390625,2709.239990234375,27139.880859375,17062.0
2022-01-28,3407.590087890625,7043.43017578125,7554.2998046875,15411.8603515625,4336.18994140625,20539.19921875,2617.8701171875,26429.849609375,17208.30078125
2022-02-07,3407.760009765625,6987.169921875,7516.39990234375,15220.080078125,4505.75,21271.30078125,2750.699951171875,27327.630859375,17456.30078125
2022-02-08,3428.5400390625,7008.2001953125,7573.5,15221.7001953125,4480.02001953125,21253.900390625,2767.760009765625,27318.30078125,17279.849609375
2022-02-09,3450.820068359375,7086.33984375,7567.10009765625,15356.9501953125,4547.0,21524.099609375,2772.6298828125,27488.650390625,17370.099609375
2022-02-10,3481.909912109375,7141.68994140625,7643.39990234375,15597.0595703125,4553.240234375,21521.0,2787.43994140625,27818.099609375,17554.099609375
2022-02-14,3451.85009765625,6868.06982421875,7661.0,15065.73046875,4412.60986328125,21509.80078125,2715.10009765625,27305.919921875,17076.150390625
2022-02-15,3428.0400390625,6830.740234375,7531.60009765625,15077.3203125,4429.27978515625,21398.19921875,2712.449951171875,27183.560546875,16933.25
2022-02-16,3457.070068359375,7009.68994140625,7608.89990234375,15431.26953125,4455.75,21376.69921875,2719.610107421875,27269.05078125,17408.44921875
2022-02-17,3464.2099609375,6999.1298828125,7603.7998046875,15404.1396484375,4456.06005859375,21358.5,2735.110107421875,27431.419921875,17396.55078125
2022-02-18,3451.6298828125,6951.830078125,7537.39990234375,15278.66015625,4384.56982421875,21184.30078125,2714.52001953125,26895.16015625,17236.05078125
2022-02-22,3473.2900390625,6633.740234375,7484.2998046875,14365.0595703125,4332.740234375,20936.30078125,2705.080078125,26515.44921875,16847.94921875
2022-02-24,3474.3701171875,6496.25,7498.2001953125,13989.41015625,4155.77001953125,20500.5,2689.280029296875,26281.349609375,16548.900390625
2022-02-25,3445.340087890625,6571.9501953125,7207.39990234375,14230.08984375,4298.3798828125,20828.099609375,2678.469970703125,26213.19921875,16515.650390625
2022-02-28,3450.320068359375,6620.47998046875,7489.5,14263.73046875,4354.169921875,21010.900390625,2663.0,26457.51953125,16481.599609375
2022-03-02,3478.2900390625,6359.97998046875,7330.2001953125,13836.9296875,4322.56005859375,21065.599609375,2698.31005859375,26532.19921875,16593.099609375
2022-03-03,3495.929931640625,6488.25,7429.60009765625,13990.25,4401.31005859375,21280.099609375,2729.860107421875,26628.869140625,16723.19921875
2022-03-04,3459.97998046875,6308.33984375,7238.89990234375,13485.98046875,4342.1201171875,21204.400390625,2736.580078125,26421.849609375,16339.4501953125
2022-03-07,3438.56005859375,5887.830078125,6987.10009765625,12614.080078125,4327.009765625,21382.30078125,2680.169921875,25634.08984375,15867.9501953125
2022-03-08,3372.550048828125,5906.6201171875,6959.5,12673.8896484375,4202.66015625,21333.099609375,2617.330078125,24974.349609375,15747.75
2022-03-10,3312.179931640625,6376.56982421875,7190.7001953125,13819.4404296875,4252.5498046875,21390.400390625,2660.860107421875,25108.470703125,16757.099609375
2022-03-11,3259.320068359375,6233.1201171875,7099.10009765625,13479.6904296875,4279.5,21534.900390625,2665.949951171875,25495.029296875,16528.80078125
2022-03-14,3271.889892578125,6298.9599609375,7155.60009765625,13827.2197265625,4202.75,21440.0,2654.929931640625,25338.640625,16633.69921875
2022-03-15,3192.360107421875,6294.72021484375,7193.5,13768.4404296875,4188.81982421875,21065.099609375,2630.31005859375,25228.529296875,16900.650390625
2022-03-16,3107.669921875,6484.330078125,7175.7001953125,14245.76953125,4288.14013671875,21296.400390625,2649.85009765625,25574.900390625,16876.650390625
2022-03-17,3215.010009765625,6617.22998046875,7291.7001953125,14500.0498046875,4345.10986328125,21521.5,2703.27001953125,26170.380859375,17202.900390625
2022-03-22,3249.5400390625,6586.64990234375,7442.39990234375,14365.669921875,4469.10009765625,22073.900390625,2686.679931640625,27091.3203125,17120.400390625
2022-03-23,3264.7900390625,6674.68017578125,7476.7001953125,14532.83984375,4493.10009765625,22086.30078125,2727.1201171875,27606.7890625,17405.05078125
2022-03-24,3256.06005859375,6593.14990234375,7460.60009765625,14305.7998046875,4469.97998046875,22011.30078125,2716.25,27693.76953125,17094.94921875
2022-03-25,3247.159912109375,6569.4501953125,7467.39990234375,14332.259765625,4522.91015625,21947.80078125,2740.830078125,28338.810546875,17289.0
2022-03-28,3185.169921875,6578.72021484375,7483.39990234375,14376.0,4541.08984375,21949.80078125,2721.219970703125,28084.080078125,17181.849609375
2022-03-29,3216.010009765625,6675.14990234375,7473.10009765625,14592.740234375,4602.85986328125,21968.19921875,2745.6201171875,28173.4296875,17297.19921875
2022-03-30,3217.590087890625,6771.08984375,7537.2998046875,14712.3203125,4624.2001953125,22068.5,2758.31005859375,28250.80078125,17468.150390625
2022-03-31,3256.139892578125,6759.419921875,7578.7998046875,14674.830078125,4599.02001953125,22109.69921875,2743.239990234375,27809.970703125,17519.19921875
2022-04-01,3234.669921875,6672.97998046875,7515.7001953125,14447.7802734375,4540.31982421875,21970.80078125,2745.85009765625,27624.109375,17436.900390625
2022-04-06,3269.429931640625,6634.830078125,7613.7001953125,14402.16015625,4494.169921875,21860.0,2739.070068359375,27533.880859375,17842.75
2022-04-07,3267.81005859375,6530.81982421875,7587.7001953125,14187.1298828125,4474.64990234375,21792.30078125,2714.699951171875,27032.419921875,17723.30078125
2022-04-08,3239.8798828125,6540.2001953125,7551.7998046875,14275.8701171875,4494.14990234375,21876.80078125,2706.639892578125,27097.05078125,17698.150390625
2022-04-11,3239.860107421875,6558.52978515625,7669.60009765625,14162.9697265625,4462.64013671875,21873.80078125,2687.5400390625,26877.599609375,17740.900390625
2022-04-12,3165.1201171875,6454.25,7618.2998046875,13956.5595703125,4437.58984375,21897.900390625,2674.169921875,26606.869140625,17584.849609375
2022-04-13,3199.800048828125,6519.16015625,7576.7001953125,14062.7001953125,4394.2998046875,21780.099609375,2677.530029296875,26436.060546875,17599.900390625
2022-04-19,3192.090087890625,6545.97021484375,7616.39990234375,14057.4296875,4390.6298828125,21853.0,2707.760009765625,27096.490234375,17258.94921875
2022-04-20,3189.889892578125,6557.9599609375,7601.2998046875,14154.48046875,4472.259765625,22012.5,2718.489990234375,27210.7890625,17045.25
2022-04-21,3138.429931640625,6642.7099609375,7629.2001953125,14376.0498046875,4489.169921875,22088.099609375,2725.7099609375,27259.140625,17234.599609375
2022-04-22,3058.39990234375,6618.68994140625,7628.0,14320.509765625,4385.830078125,21593.900390625,2704.719970703125,27197.80078125,17242.75
2022-04-25,3034.27001953125,6450.89990234375,7521.7001953125,13908.0498046875,4255.33984375,20985.5,2676.669921875,26692.48046875,17009.05078125
2022-04-26,2930.449951171875,6520.009765625,7380.5,14087.080078125,4278.14013671875,21021.19921875,2674.0,26743.2109375,17121.30078125
2022-04-27,2866.820068359375,6427.39990234375,7386.2001953125,13760.2197265625,4186.52001953125,20747.19921875,2630.580078125,26313.140625,17073.349609375
2022-04-28,2945.81005859375,6520.52978515625,7425.60009765625,13907.0595703125,4222.580078125,20899.900390625,2656.5400390625,26430.279296875,17189.5
2022-05-06,3011.320068359375,6318.66015625,7503.2998046875,13832.650390625,4128.169921875,20664.5,2650.889892578125,26784.2890625,16415.55078125
2022-05-10,2965.780029296875,6151.52001953125,7216.60009765625,13550.01953125,4035.179931640625,20166.19921875,2590.1298828125,26149.060546875,16248.900390625
2022-05-11,3035.389892578125,6173.10009765625,7243.2001953125,13587.2900390625,3990.080078125,19922.80078125,2586.52001953125,26045.380859375,16270.0498046875
2022-05-12,3044.800048828125,6130.68994140625,7347.7001953125,13512.1298828125,3903.949951171875,19681.30078125,2569.5,25945.0390625,16021.099609375
2022-05-13,3068.030029296875,6250.16015625,7233.2998046875,13837.419921875,3963.89990234375,19871.900390625,2570.010009765625,25918.80078125,15977.0
2022-05-16,3100.550048828125,6315.68017578125,7418.2001953125,13986.169921875,4013.02001953125,20116.0,2624.68994140625,26753.369140625,15845.099609375
2022-05-17,3076.5,6379.33984375,7464.7998046875,14072.669921875,4052.0,20440.80078125,2603.580078125,26555.23046875,15912.599609375
2022-05-18,3095.889892578125,6440.2998046875,7518.39990234375,14197.1796875,4051.97998046875,20424.0,2634.75,26826.8203125,16318.150390625
2022-05-19,3046.7099609375,6279.68994140625,7438.10009765625,13822.349609375,3899.0,19927.099609375,2576.239990234375,26435.3203125,15917.400390625
2022-05-20,3107.090087890625,6305.4599609375,7302.7001953125,13968.259765625,3927.760009765625,20335.69921875,2605.780029296875,26448.23046875,16043.7998046875
2022-05-24,3149.06005859375,6282.31982421875,7513.39990234375,14043.2197265625,3942.93994140625,20333.400390625,2638.93994140625,27005.4296875,16225.5498046875
2022-05-25,3070.169921875,6296.27978515625,7484.39990234375,14022.26953125,3929.590087890625,20295.19921875,2621.75,26711.529296875,16196.349609375
2022-05-26,3111.47998046875,6301.490234375,7522.7998046875,14025.4404296875,3984.60009765625,20454.099609375,2616.989990234375,26685.01953125,16105.0
2022-05-27,3135.030029296875,6445.25,7564.89990234375,14289.5302734375,4077.429931640625,20587.099609375,2640.75,26947.80078125,16296.599609375
2022-05-31,3149.93994140625,6539.85986328125,7600.10009765625,14513.33984375,4151.08984375,20830.5,2666.8798828125,27318.08984375,16578.44921875
2022-06-07,3235.419921875,6523.16015625,7608.2001953125,14569.2998046875,4096.47021484375,20730.69921875,2659.27001953125,27984.7890625,16469.599609375
2022-06-08,3245.02001953125,6517.5498046875,7598.89990234375,14595.7802734375,4147.1201171875,20879.5,2633.530029296875,28100.259765625,16474.94921875
2022-06-09,3259.489990234375,6412.580078125,7593.0,14364.58984375,4101.64990234375,20718.400390625,2618.919921875,28189.349609375,16263.849609375
2022-06-10,3214.179931640625,6316.41015625,7476.2001953125,14110.0302734375,3974.389892578125,20390.30078125,2596.3701171875,27996.349609375,16283.9501953125
2022-06-13,3256.280029296875,6088.0498046875,7317.5,13564.4697265625,3838.14990234375,19943.400390625,2550.2099609375,27369.66015625,15877.5498046875
2022-06-14,3224.2099609375,6063.7998046875,7205.7998046875,13557.4404296875,3763.52001953125,19844.30078125,2472.9599609375,26555.75,15674.25
2022-06-15,3289.10009765625,6022.83984375,7187.5,13480.5,3764.050048828125,19665.400390625,2490.010009765625,26625.6796875,15729.25
2022-06-16,3306.840087890625,6003.66015625,7273.39990234375,13440.4296875,3728.179931640625,19284.0,2481.659912109375,26715.51953125,15832.25
2022-06-17,3265.510009765625,5906.85986328125,7045.0,13092.849609375,3665.89990234375,19067.400390625,2409.719970703125,25988.19921875,15272.650390625
2022-06-21,3313.7900390625,5943.52001953125,7121.7998046875,13335.150390625,3715.31005859375,19248.19921875,2402.989990234375,26070.919921875,15455.9501953125
2022-06-22,3309.1201171875,5879.08984375,7152.10009765625,13062.259765625,3733.889892578125,18947.099609375,2417.110107421875,26441.720703125,15545.650390625
2022-06-23,3269.050048828125,5880.2998046875,7089.2001953125,13082.6201171875,3774.7099609375,19033.099609375,2347.840087890625,26134.890625,15451.5498046875
2022-06-24,3324.739990234375,5918.259765625,7020.5,12949.8701171875,3821.75,18831.69921875,2327.110107421875,26228.419921875,15657.400390625
2022-06-27,3364.0,6105.2001953125,7208.7998046875,13217.900390625,3920.760009765625,19168.69921875,2383.199951171875,26741.80078125,15926.2001953125
2022-06-28,3377.679931640625,6099.14990234375,7258.2998046875,13264.6201171875,3913.0,19406.5,2405.199951171875,26795.6796875,15757.4501953125
2022-06-29,3399.679931640625,6021.68994140625,7323.39990234375,13089.990234375,3825.090087890625,19274.30078125,2387.10009765625,26814.23046875,15701.7001953125
2022-06-30,3358.929931640625,5926.740234375,7312.2998046875,12795.2197265625,3785.989990234375,18848.69921875,2368.570068359375,26753.279296875,15774.5
2022-07-05,3411.1298828125,5979.2001953125,7232.7001953125,12851.2900390625,3792.610107421875,18877.19921875,2322.110107421875,26386.23046875,15909.150390625
2022-07-06,3391.030029296875,5872.27001953125,7025.5,12587.5498046875,3831.97998046875,18795.69921875,2330.110107421875,26190.400390625,15818.2001953125
2022-07-07,3353.1298828125,5985.08984375,7107.7998046875,12757.6298828125,3858.85009765625,18871.30078125,2308.969970703125,26280.939453125,16113.75
2022-07-08,3380.3701171875,6007.64013671875,7189.10009765625,12814.099609375,3888.260009765625,19063.099609375,2352.489990234375,26623.849609375,16273.650390625
2022-07-11,3341.10009765625,5923.830078125,7196.2001953125,12783.08984375,3880.93994140625,18905.30078125,2357.429931640625,26892.73046875,16136.150390625
2022-07-12,3307.219970703125,5960.08984375,7196.60009765625,12751.2998046875,3851.949951171875,18712.30078125,2330.8798828125,26701.0,16126.2001953125
2022-07-13,3279.60009765625,6015.52978515625,7209.89990234375,12800.8701171875,3779.669921875,18517.5,2324.449951171875,26403.7890625,16128.2001953125
2022-07-14,3277.449951171875,5979.990234375,7156.39990234375,12759.2900390625,3763.989990234375,18448.099609375,2316.409912109375,26357.3203125,16018.849609375
2022-07-15,3261.3798828125,5935.27978515625,7039.7998046875,12562.150390625,3818.0,18491.0,2335.1201171875,26736.080078125,16010.7998046875
2022-07-19,3278.719970703125,6031.60009765625,7223.2001953125,12884.830078125,3860.72998046875,18723.099609375,2367.52001953125,27003.830078125,16187.0498046875
2022-07-20,3291.550048828125,6229.7900390625,7296.2998046875,13356.669921875,3935.320068359375,18912.400390625,2406.2900390625,27295.94921875,16562.80078125
2022-07-21,3297.659912109375,6160.3701171875,7264.2998046875,13261.8203125,3955.469970703125,18954.0,2387.909912109375,27627.880859375,16523.55078125
2022-07-22,3276.199951171875,6174.2900390625,7270.5,13179.5595703125,3998.429931640625,19085.69921875,2405.3701171875,27773.140625,16661.25
2022-07-25,3269.7099609375,6198.830078125,7276.39990234375,13183.240234375,3965.719970703125,19010.30078125,2385.64990234375,27697.76953125,16662.55078125
2022-07-26,3254.18994140625,6225.169921875,7306.2998046875,13181.919921875,3953.219970703125,19070.69921875,2397.27001953125,27682.19921875,16632.900390625
2022-07-27,3271.780029296875,6206.25,7306.2998046875,13158.6396484375,3951.429931640625,19056.900390625,2412.52001953125,27575.16015625,16475.349609375
2022-07-28,3287.5,6304.1298828125,7348.2001953125,13214.41015625,4026.1298828125,19353.5,2437.570068359375,27909.150390625,16774.849609375
2022-07-29,3282.81005859375,6413.10009765625,7345.2998046875,13353.2802734375,4087.330078125,19539.900390625,2453.530029296875,27915.220703125,17079.5
2022-08-02,3231.260009765625,6424.68017578125,7413.39990234375,13419.1904296875,4104.2099609375,19568.900390625,2451.0,27812.48046875,17310.150390625
2022-08-03,3188.889892578125,6404.10009765625,7409.10009765625,13398.7001953125,4107.9599609375,19616.099609375,2438.56005859375,27673.0,17349.25
2022-08-04,3179.429931640625,6476.72021484375,7445.7001953125,13629.7001953125,4154.85009765625,19573.099609375,2478.43994140625,27930.939453125,17463.099609375
