Date,China (SSE Composite Index),France (CAC 40),UK (FTSE 100),Germany (DAX),US (S&P 500),Canada (S&P/TSX Composite),Korea (KOSPI),Japan (Nikkei 225),India (Nifty 50)
2018-09-28,134300.0,112190100.0,915815000.0,110639600.0,3461680000.0,260484900.0,317900.0,90700000.0,478100.0
2018-10-10,113500.0,104816300.0,1029488500.0,0.0,4554260000.0,339860300.0,365700.0,70600000.0,0.0
2018-10-11,197200.0,141209700.0,1172373200.0,142293600.0,4914090000.0,389019100.0,411900.0,115300000.0,483500.0
2018-10-12,170100.0,98283100.0,876577500.0,99171000.0,4024010000.0,289282400.0,292600.0,99500000.0,343500.0
2018-10-15,118600.0,79093900.0,657640100.0,71968200.0,3327160000.0,246963900.0,259200.0,79900000.0,259500.0
2018-10-16,119400.0,88042700.0,766800500.0,85693600.0,3460260000.0,280525800.0,222500.0,70100000.0,265200.0
2018-10-17,130000.0,90604000.0,685937100.0,93600200.0,3347090000.0,312769400.0,275200.0,72100000.0,284800.0
2018-10-19,147300.0,130238900.0,793925800.0,128743800.0,3593940000.0,251480500.0,351800.0,67400000.0,357500.0
2018-10-22,211900.0,74610400.0,784032400.0,73772600.0,3331270000.0,278747800.0,308700.0,63000000.0,297300.0
2018-10-23,178300.0,114932000.0,983305900.0,115195200.0,4373710000.0,346691200.0,373500.0,80200000.0,302600.0
2018-10-24,160100.0,116382700.0,778187100.0,117472700.0,4738670000.0,290191400.0,399700.0,83900000.0,351400.0
2018-10-25,162000.0,125445400.0,831568200.0,0.0,4663930000.0,300106200.0,376000.0,93600000.0,0.0
2018-10-26,158900.0,131619600.0,779028300.0,138702800.0,4804330000.0,269257400.0,449200.0,92900000.0,364300.0
2018-10-29,134200.0,83255000.0,780563900.0,98716300.0,4701260000.0,283759500.0,427300.0,70800000.0,364400.0
2018-10-30,166700.0,96430500.0,751498500.0,99304800.0,5125600000.0,286522100.0,441600.0,116900000.0,289800.0
2018-10-31,180600.0,130251200.0,895391200.0,127284000.0,5133380000.0,310550400.0,373000.0,105000000.0,375000.0
2018-11-01,200900.0,86117000.0,1024684600.0,98851100.0,4730250000.0,290143000.0,343800.0,101900000.0,348500.0
2018-11-02,225000.0,94431400.0,800219300.0,109924000.0,4261230000.0,268963600.0,372000.0,101900000.0,421200.0
2018-11-05,193800.0,68302600.0,553382600.0,69373800.0,3650910000.0,255477900.0,361300.0,78700000.0,301900.0
2018-11-06,163700.0,67159700.0,646543100.0,0.0,3543800000.0,237092100.0,315800.0,0.0,0.0
2018-11-07,173200.0,88816200.0,678581300.0,85986800.0,3929080000.0,271236500.0,485200.0,96300000.0,31200.0
2018-11-09,152400.0,84712400.0,652724100.0,103701100.0,4029030000.0,287404100.0,298100.0,78100000.0,296600.0
2018-11-12,175000.0,77068100.0,708713400.0,93211100.0,3701570000.0,241196100.0,295500.0,59300000.0,259700.0
2018-11-13,249300.0,78747800.0,1048825300.0,100043500.0,4112820000.0,300186800.0,383400.0,85700000.0,254600.0
