Date,000001.SS,^FCHI,^FTSE,^GDAXI,^GSPC,^GSPTSE,^KS11,^N225,^NSEI
2022-07-25,3250.389892578125,6237.5498046875,7306.2998046875,13210.3203125,3966.840087890625,19104.5,2403.68994140625,27699.25,16631.0
2022-07-26,3277.43994140625,6211.4501953125,7306.2998046875,13096.9296875,3921.050048828125,18972.69921875,2412.9599609375,27655.2109375,16483.849609375
2022-07-27,3275.760009765625,6257.93994140625,7348.2001953125,13166.3798828125,4023.610107421875,19254.599609375,2415.530029296875,27715.75,16641.80078125
2022-07-28,3282.580078125,6339.2099609375,7345.2998046875,13282.1103515625,4072.429931640625,19456.69921875,2435.27001953125,27815.48046875,16929.599609375
2022-07-29,3253.239990234375,6448.5,7423.39990234375,13484.0498046875,4130.2900390625,19692.900390625,2451.5,27801.640625,17158.25
2022-08-02,3186.27001953125,6409.7998046875,7409.10009765625,13449.2001953125,4091.18994140625,19505.30078125,2439.6201171875,27594.73046875,17345.44921875
2022-08-03,3163.669921875,6472.06005859375,7445.7001953125,13587.5595703125,4155.169921875,19545.900390625,2461.449951171875,27741.900390625,17388.150390625
2022-08-04,3189.0400390625,6513.39013671875,7448.10009765625,13662.6796875,4151.93994140625,19577.0,2473.110107421875,27932.19921875,17382.0
2022-08-05,3227.030029296875,6472.35009765625,7439.7001953125,13573.9296875,4145.18994140625,19620.099609375,2490.800048828125,28175.869140625,17397.5
2022-08-08,3236.929931640625,6524.43994140625,7482.39990234375,13687.6904296875,4140.06005859375,19669.19921875,2493.10009765625,28249.240234375,17525.099609375
2022-08-10,3230.02001953125,6523.43994140625,7507.10009765625,13700.9296875,4210.240234375,19885.900390625,2480.8798828125,27819.330078125,17534.75
2022-08-12,3276.889892578125,6553.85986328125,7500.89990234375,13795.849609375,4280.14990234375,20179.80078125,2527.93994140625,28546.98046875,17698.150390625
2022-08-16,3277.8798828125,6592.580078125,7536.10009765625,13910.1201171875,4305.2001953125,20270.0,2533.52001953125,28868.91015625,17825.25
2022-08-17,3292.530029296875,6528.31982421875,7515.7998046875,13626.7099609375,4274.0400390625,20181.400390625,2516.469970703125,29222.76953125,17944.25
2022-08-18,3277.5400390625,6557.39990234375,7541.89990234375,13697.41015625,4283.740234375,20265.400390625,2508.050048828125,28942.140625,17956.5
2022-08-19,3258.080078125,6495.830078125,7550.39990234375,13544.51953125,4228.47998046875,20111.400390625,2492.68994140625,28930.330078125,17758.44921875
2022-08-22,3277.7900390625,6378.740234375,7533.7998046875,13230.5703125,4137.990234375,19974.900390625,2462.5,28794.5,17490.69921875
2022-08-23,3276.219970703125,6362.02001953125,7488.10009765625,13194.23046875,4128.72998046875,19985.400390625,2435.340087890625,28452.75,17577.5
2022-08-24,3215.199951171875,6386.759765625,7471.5,13220.0595703125,4140.77001953125,20021.400390625,2447.449951171875,28313.470703125,17604.94921875
2022-08-25,3246.25,6381.56005859375,7479.7001953125,13271.9599609375,4199.1201171875,20172.30078125,2477.260009765625,28479.009765625,17522.44921875
2022-08-26,3236.219970703125,6274.259765625,7427.2998046875,12971.4697265625,4057.659912109375,19873.30078125,2481.030029296875,28641.380859375,17558.900390625
2022-08-30,3227.219970703125,6210.22021484375,7361.60009765625,12961.1396484375,3986.159912109375,19512.900390625,2450.929931640625,28195.580078125,17759.30078125
2022-09-01,3184.97998046875,6034.31005859375,7148.5,12630.23046875,3966.85009765625,19142.69921875,2415.610107421875,27661.470703125,17542.80078125
2022-09-02,3186.47998046875,6167.509765625,7281.2001953125,13050.26953125,3924.260009765625,19270.900390625,2409.409912109375,27650.83984375,17539.44921875
2022-09-06,3243.449951171875,6104.60986328125,7300.39990234375,12871.4404296875,3908.18994140625,19088.19921875,2410.02001953125,27626.509765625,17655.599609375
2022-09-07,3246.2900390625,6105.919921875,7237.7998046875,12915.9697265625,3979.8701171875,19241.400390625,2376.4599609375,27430.30078125,17624.400390625
2022-09-08,3235.590087890625,6125.89990234375,7262.10009765625,12904.3203125,4006.179931640625,19413.0,2384.280029296875,28065.279296875,17798.75
2022-09-13,3263.800048828125,6245.68994140625,7385.89990234375,13188.9501953125,3932.68994140625,19645.400390625,2449.5400390625,28614.630859375,18070.05078125
2022-09-14,3237.5400390625,6222.41015625,7277.2998046875,13028.0,3946.010009765625,19726.099609375,2411.419921875,27818.619140625,18003.75
2022-09-15,3199.919921875,6157.83984375,7282.10009765625,12956.66015625,3901.35009765625,19560.19921875,2401.830078125,27875.91015625,17877.400390625
2022-09-16,3126.39990234375,6077.2998046875,7236.7001953125,12741.259765625,3873.330078125,19385.900390625,2382.780029296875,27567.650390625,17530.849609375
2022-09-20,3122.409912109375,5979.47021484375,7192.7001953125,12670.830078125,3855.929931640625,19368.69921875,2367.85009765625,27688.419921875,17816.25
2022-09-21,3117.179931640625,6031.330078125,7237.60009765625,12767.150390625,3789.929931640625,19184.5,2347.2099609375,27313.130859375,17718.349609375
2022-09-22,3108.909912109375,5918.5,7159.5,12531.6298828125,3757.989990234375,19002.69921875,2332.31005859375,27153.830078125,17629.80078125
2022-09-26,3051.22998046875,5769.39013671875,7021.0,12227.919921875,3655.0400390625,18327.0,2220.93994140625,26431.55078125,17016.30078125
2022-09-27,3093.860107421875,5753.81982421875,6984.60009765625,12139.6796875,3647.2900390625,18307.900390625,2223.860107421875,26571.869140625,17007.400390625
2022-09-28,3045.070068359375,5765.009765625,7005.39990234375,12183.2802734375,3719.0400390625,18648.900390625,2169.2900390625,26173.98046875,16858.599609375
2022-09-29,3041.199951171875,5676.8701171875,6881.60009765625,11975.5498046875,3640.469970703125,18441.80078125,2170.929931640625,26422.05078125,16818.099609375
2022-09-30,3024.389892578125,5762.33984375,6893.7998046875,12114.3603515625,3585.6201171875,18444.19921875,2155.489990234375,25937.2109375,17094.349609375
2022-10-11,2979.7900390625,5833.2001953125,6885.2001953125,12220.25,3588.840087890625,18216.69921875,2192.070068359375,26401.25,16983.55078125
2022-10-12,3025.510009765625,5818.47021484375,6826.2001953125,12172.259765625,3577.030029296875,18206.30078125,2202.469970703125,26396.830078125,17123.599609375
2022-10-13,3016.360107421875,5879.18994140625,6850.2998046875,12355.580078125,3669.909912109375,18613.599609375,2162.8701171875,26237.419921875,17014.349609375
2022-10-14,3071.989990234375,5931.919921875,6858.7998046875,12437.8095703125,3583.070068359375,18326.400390625,2212.550048828125,27090.759765625,17185.69921875
2022-10-17,3084.93994140625,6040.66015625,6920.2001953125,12649.0302734375,3677.949951171875,18621.0,2219.7099609375,26775.7890625,17311.80078125
2022-10-18,3080.9599609375,6067.0,6936.7001953125,12765.6103515625,3719.97998046875,18798.19921875,2249.949951171875,27156.140625,17486.94921875
2022-10-19,3044.3798828125,6040.72021484375,6925.0,12741.41015625,3695.159912109375,18674.400390625,2237.43994140625,27257.380859375,17512.25
2022-10-20,3035.050048828125,6086.89990234375,6943.89990234375,12767.41015625,3665.780029296875,18579.30078125,2218.090087890625,27006.9609375,17563.94921875
2022-10-21,3038.929931640625,6035.39013671875,6969.7001953125,12730.900390625,3752.75,18861.0,2213.1201171875,26890.580078125,17576.30078125
2022-10-24,2977.56005859375,6131.35986328125,7014.0,12931.4501953125,3797.340087890625,18918.400390625,2236.159912109375,26974.900390625,17730.75
2022-10-25,2976.280029296875,6250.5498046875,7013.5,13052.9599609375,3859.110107421875,19097.0,2235.070068359375,27250.279296875,17656.349609375
2022-10-27,2982.89990234375,6244.02978515625,7073.7001953125,13211.23046875,3807.300048828125,19352.099609375,2288.780029296875,27345.240234375,17736.94921875
2022-10-28,2915.929931640625,6273.0498046875,7047.7001953125,13243.330078125,3901.06005859375,19471.19921875,2268.39990234375,27105.19921875,17786.80078125
2022-10-31,2893.47998046875,6266.77001953125,7094.5,13253.740234375,3871.97998046875,19426.099609375,2293.610107421875,27587.4609375,18012.19921875
2022-11-01,2969.199951171875,6328.25,7186.2001953125,13338.740234375,3856.10009765625,19517.69921875,2335.219970703125,27678.919921875,18145.400390625
2022-11-02,3003.3701171875,6276.8798828125,7144.10009765625,13256.740234375,3759.68994140625,19277.0,2336.8701171875,27663.390625,18082.849609375
2022-11-04,3070.800048828125,6416.43994140625,7334.7998046875,13459.849609375,3770.550048828125,19449.80078125,2348.429931640625,27199.740234375,18117.150390625
2022-11-07,3077.820068359375,6416.60986328125,7300.0,13533.51953125,3806.800048828125,19545.900390625,2371.7900390625,27527.640625,18202.80078125
2022-11-09,3048.169921875,6430.56982421875,7296.2998046875,13666.3203125,3748.570068359375,19344.30078125,2424.409912109375,27716.4296875,18157.0
2022-11-10,3036.1298828125,6556.830078125,7375.2998046875,14146.08984375,3956.3701171875,19990.400390625,2402.22998046875,27446.099609375,18028.19921875
2022-11-11,3087.2900390625,6594.6201171875,7318.0,14224.8603515625,3992.929931640625,20111.5,2483.159912109375,28263.5703125,18349.69921875
2022-11-14,3083.39990234375,6609.169921875,7385.2001953125,14313.2998046875,3957.25,19921.80078125,2474.64990234375,27963.470703125,18329.150390625
2022-11-15,3134.080078125,6641.66015625,7369.39990234375,14378.509765625,3991.72998046875,19994.80078125,2480.330078125,27990.169921875,18403.400390625
2022-11-16,3119.97998046875,6607.22021484375,7351.2001953125,14234.0302734375,3958.7900390625,19958.0,2477.449951171875,28028.30078125,18409.650390625
2022-11-17,3115.429931640625,6576.1201171875,7346.5,14266.3798828125,3946.56005859375,19884.599609375,2442.89990234375,27930.5703125,18343.900390625
2022-11-18,3097.239990234375,6644.4599609375,7385.5,14431.8603515625,3965.340087890625,19980.900390625,2444.47998046875,27899.76953125,18307.650390625
2022-11-21,3085.0439453125,6634.4501953125,7376.89990234375,14379.9296875,3949.93994140625,19977.099609375,2419.5,27944.7890625,18159.94921875
2022-11-22,3088.943115234375,6657.52978515625,7452.7998046875,14422.349609375,4003.580078125,20220.0,2405.27001953125,28115.740234375,18244.19921875
2022-11-25,3101.68994140625,6712.47998046875,7486.7001953125,14541.3798828125,4026.1201171875,20383.80078125,2437.860107421875,28283.029296875,18512.75
2022-11-28,3078.550048828125,6665.2001953125,7474.0,14383.3603515625,3963.93994140625,20220.5,2408.27001953125,28162.830078125,18562.75
2022-11-29,3149.75,6668.97021484375,7512.0,14355.4501953125,3957.6298828125,20277.400390625,2433.389892578125,28027.83984375,18618.05078125
2022-11-30,3151.340087890625,6738.5498046875,7573.10009765625,14397.0400390625,4080.110107421875,20453.30078125,2472.530029296875,27968.990234375,18758.349609375
2022-12-01,3165.469970703125,6753.97021484375,7558.5,14490.2998046875,4076.570068359375,20525.5,2479.840087890625,28226.080078125,18812.5
2022-12-02,3156.139892578125,6742.25,7556.2001953125,14529.3896484375,4071.699951171875,20485.69921875,2434.330078125,27777.900390625,18696.099609375
2022-12-05,3211.81005859375,6696.9599609375,7567.5,14447.6103515625,3998.840087890625,20242.30078125,2419.320068359375,27820.400390625,18701.05078125
2022-12-06,3212.530029296875,6687.7900390625,7521.39990234375,14343.1904296875,3941.260009765625,19990.19921875,2393.159912109375,27885.869140625,18642.75
2022-12-07,3199.6201171875,6660.58984375,7489.2001953125,14261.1904296875,3933.919921875,19973.19921875,2382.81005859375,27686.400390625,18560.5
2022-12-08,3197.35009765625,6647.31005859375,7472.2001953125,14264.5595703125,3963.510009765625,19969.19921875,2371.080078125,27574.4296875,18609.349609375
2022-12-09,3206.949951171875,6677.64013671875,7476.60009765625,14370.7197265625,3934.3798828125,19947.099609375,2389.0400390625,27901.009765625,18496.599609375
2022-12-12,3179.0400390625,6650.5498046875,7446.0,14306.6298828125,3990.56005859375,20019.69921875,2373.02001953125,27842.330078125,18497.150390625
2022-12-13,3176.330078125,6744.97998046875,7502.89990234375,14497.8896484375,4019.64990234375,20023.5,2372.39990234375,27954.849609375,18608.0
2022-12-14,3176.530029296875,6730.7900390625,7495.89990234375,14460.2001953125,3995.320068359375,19891.69921875,2399.25,28156.2109375,18660.30078125
2022-12-15,3168.64990234375,6522.77001953125,7426.2001953125,13986.23046875,3895.75,19600.599609375,2360.969970703125,28051.69921875,18414.900390625
2022-12-16,3167.85791015625,6452.6298828125,7332.10009765625,13893.0703125,3852.360107421875,19443.30078125,2360.02001953125,27527.119140625,18269.0
2022-12-19,3107.1201171875,6473.2900390625,7361.2998046875,13942.8701171875,3817.659912109375,19200.80078125,2352.169921875,27237.640625,18420.44921875
2022-12-20,3073.77001953125,6450.43017578125,7370.60009765625,13884.66015625,3821.6201171875,19306.900390625,2333.2900390625,26568.029296875,18385.30078125
2022-12-21,3068.409912109375,6580.240234375,7497.2998046875,14097.8203125,3878.43994140625,19571.099609375,2328.949951171875,26387.720703125,18199.099609375
2022-12-22,3054.429931640625,6517.97021484375,7469.2998046875,13914.0703125,3822.389892578125,19349.69921875,2356.72998046875,26507.869140625,18127.349609375
2022-12-23,3045.865966796875,6504.89990234375,7473.0,13940.9296875,3844.820068359375,19506.69921875,2313.68994140625,26235.25,17806.80078125
2022-12-28,3087.39990234375,6510.490234375,7497.2001953125,13925.599609375,3783.219970703125,19284.099609375,2280.449951171875,26340.5,18122.5
2022-12-29,3073.699951171875,6573.47021484375,7512.7001953125,14071.7197265625,3849.280029296875,19485.900390625,2236.39990234375,26093.669921875,18191.0
2023-01-04,3123.52001953125,6776.43017578125,7585.2001953125,14490.7802734375,3852.969970703125,19588.80078125,2255.97998046875,25716.859375,18042.94921875
