Date,Close,High,Low,Open,Volume,return (n=1),volatility (n=20)
2018-03-19,10094.25,10224.5498046875,10075.2998046875,10215.349609375,210200.0,-0.00994620052782473,0.002118260305839003
2018-03-20,10124.349609375,10155.650390625,10049.099609375,10051.5498046875,203000.0,0.002977420018466655,0.0021325760064317655
2018-03-22,10114.75,10207.849609375,10105.400390625,10167.5,230500.0,-0.0009486202726556521,0.0020502345128528797
2018-03-23,9998.0498046875,10027.7001953125,9951.900390625,9968.7998046875,285700.0,-0.011604700101594518,0.0020503866242904878
2018-03-26,10130.650390625,10143.5,9958.5498046875,9989.150390625,262600.0,0.01317546616079525,0.0021687546450360256
2018-03-27,10184.150390625,10207.900390625,10139.650390625,10188.0,225700.0,0.005267107884641591,0.002135361329851379
2018-03-28,10113.7001953125,10158.349609375,10096.900390625,10143.599609375,344400.0,-0.006941668814759831,0.002067715426578363
2018-04-03,10245.0,10255.349609375,10171.0498046875,10186.849609375,205300.0,0.01289882201617186,0.0021337475539557533
2018-04-04,10128.400390625,10279.849609375,10111.2998046875,10274.599609375,231100.0,-0.011446384030859532,0.002189490268329239
2018-04-09,10379.349609375,10397.7001953125,10328.5,10333.7001953125,221600.0,0.02447482005828257,0.0025471890746617465
2018-04-10,10402.25,10424.849609375,10381.5,10412.900390625,251700.0,0.0022039111834326382,0.002465662688942972
2018-04-11,10417.150390625,10428.150390625,10355.599609375,10428.150390625,250400.0,0.001431395034394698,0.00239889782575123
2018-04-12,10458.650390625,10469.900390625,10395.25,10410.650390625,238600.0,0.0039759006232568585,0.0023426000801155303
2018-04-13,10480.599609375,10519.900390625,10451.4501953125,10495.2998046875,213100.0,0.002096467331850084,0.0023123210775165717
2018-04-16,10528.349609375,10540.150390625,10396.349609375,10398.2998046875,195000.0,0.004545689717794212,0.002313709591308512
2018-04-17,10548.7001953125,10560.4501953125,10495.650390625,10557.2998046875,206100.0,0.0019310664870136763,0.00212607607893609
2018-04-18,10526.2001953125,10594.2001953125,10509.7001953125,10578.900390625,205400.0,-0.0021352422200410556,0.0021305025856166435
2018-04-19,10565.2998046875,10572.2001953125,10546.2001953125,10563.650390625,262600.0,0.0037076219486611,0.0021336273900037124
2018-04-20,10564.0498046875,10582.349609375,10527.4501953125,10560.349609375,244600.0,-0.00011831883371402492,0.0021137877056524286
2018-04-23,10584.7001953125,10638.349609375,10514.9501953125,10592.7998046875,194200.0,0.0019528716532068399,0.0019143716057790066
2018-04-24,10614.349609375,10636.7998046875,10569.0,10578.099609375,219200.0,0.002797241731914462,0.0018105134107554328
2018-04-25,10570.5498046875,10612.599609375,10536.4501953125,10612.400390625,189200.0,-0.004135008266019891,0.001840381636871494
2018-04-26,10617.7998046875,10628.400390625,10559.650390625,10586.5,335100.0,0.004460005540255803,0.0018362320435026526
2018-04-27,10692.2998046875,10719.7998046875,10647.5498046875,10651.650390625,0.0,0.006992018327494462,0.001692031347225458
2018-05-02,10718.0498046875,10784.650390625,10689.7998046875,10783.849609375,229700.0,0.002405379910676268,0.0016113295428586095
2018-05-08,10717.7998046875,10758.5498046875,10689.400390625,10757.900390625,269800.0,-2.332541089500158e-05,0.0016118827034038142
2018-05-09,10741.7001953125,10766.25,10689.849609375,10693.349609375,215400.0,0.002227489038162844,0.0015330090890999313
2018-05-10,10716.5498046875,10785.5498046875,10705.0,10779.650390625,192100.0,-0.002344124254457977,0.0014621267387452848
2018-05-11,10806.5,10812.0498046875,10724.4501953125,10741.9501953125,203100.0,0.008358547680564028,0.0013002856365631713
2018-05-14,10806.599609375,10834.849609375,10774.75,10815.150390625,171400.0,9.217500201396874e-06,0.0006729454303272807
2018-05-15,10801.849609375,10929.2001953125,10781.400390625,10812.599609375,254300.0,-0.00043964284789006357,0.000683904297039426
2018-05-16,10741.099609375,10790.4501953125,10699.7001953125,10751.9501953125,231100.0,-0.005639911268794516,0.0007807731296088462
2018-05-17,10682.7001953125,10777.25,10664.5,10775.599609375,214100.0,-0.005451839472282671,0.0008429157585890816
2018-05-18,10596.400390625,10674.9501953125,10589.099609375,10671.849609375,223000.0,-0.008111271197454395,0.0009567170165466267
2018-05-23,10430.349609375,10533.5498046875,10417.7998046875,10521.099609375,290900.0,-0.015794569609785356,0.0012336152282313119
2018-05-24,10513.849609375,10535.150390625,10419.7998046875,10464.849609375,297600.0,0.007973610404251362,0.0012997582492689005
2018-05-25,10605.150390625,10628.0498046875,10524.0,10533.0498046875,260800.0,0.008646370571623485,0.0013668224611558468
2018-05-29,10633.2998046875,10717.25,10616.099609375,10689.400390625,225800.0,0.002650798931827623,0.0013610478843970502
2018-05-30,10614.349609375,10648.7001953125,10558.4501953125,10579.0,238700.0,-0.0017837455774774606,0.001365003410843715
2018-05-31,10736.150390625,10763.7998046875,10620.400390625,10670.099609375,610300.0,0.011409765823805856,0.0014738370192585576
2018-06-01,10696.2001953125,10764.75,10681.5,10738.4501953125,220600.0,-0.003728031736138272,0.0014855881992290427
2018-06-04,10628.5,10770.2998046875,10618.349609375,10765.9501953125,203800.0,-0.00634948413268003,0.0015072832259431903
2018-06-05,10593.150390625,10633.150390625,10550.900390625,10630.7001953125,167700.0,-0.003331469647161854,0.0015006617152793396
2018-06-07,10768.349609375,10818.0,10722.599609375,10722.599609375,220900.0,0.01640363712967765,0.0016809333627359438
2018-06-08,10767.650390625,10779.4501953125,10709.0498046875,10736.400390625,209400.0,-6.49348765086917e-05,0.0016775358661207812
2018-06-11,10786.9501953125,10850.5498046875,10777.0498046875,10781.849609375,211400.0,0.0017907833428202438,0.0016792638759921834
2018-06-12,10842.849609375,10856.5498046875,10789.400390625,10816.150390625,198300.0,0.005168752278609608,0.0016944200063662089
2018-06-14,10808.0498046875,10833.7001953125,10773.5498046875,10832.900390625,184300.0,-0.003214631779491845,0.001698776192186015
2018-06-15,10817.7001953125,10834.0,10755.400390625,10808.650390625,305400.0,0.0008924907821071907,0.0016472554007369664
2018-06-19,10710.4501953125,10789.4501953125,10701.2001953125,10789.4501953125,224500.0,-0.009963780941701748,0.0017217249943434812
2018-06-20,10772.0498046875,10781.7998046875,10724.0498046875,10734.650390625,193500.0,0.005734879851344152,0.0017492521732422207
2018-06-21,10741.099609375,10809.599609375,10725.900390625,10808.4501953125,223600.0,-0.002877330145384961,0.0017317527060710222
2018-06-22,10821.849609375,10837.0,10710.4501953125,10742.7001953125,229800.0,0.00748973404895337,0.0017453750701770237
2018-06-25,10762.4501953125,10831.0498046875,10753.0498046875,10822.900390625,229600.0,-0.0055039602444048865,0.0017155585673938073
2018-06-26,10769.150390625,10805.25,10732.5498046875,10742.7001953125,220000.0,0.0006223592623338975,0.0014781837063277525
2018-06-27,10671.400390625,10785.5,10652.400390625,10785.5,246000.0,-0.009118299083682797,0.0015303114682227073
2018-06-28,10589.099609375,10674.2001953125,10557.7001953125,10660.7998046875,352300.0,-0.007742169031781291,0.0015269789697104996
2018-06-29,10714.2998046875,10723.0498046875,10612.349609375,10612.849609375,242800.0,0.011754146307527904,0.0016338533025364588
2018-07-03,10699.900390625,10713.2998046875,10630.25,10668.599609375,202100.0,-0.00134484744715346,0.0016324709081452385
2018-07-05,10749.75,10786.0498046875,10726.25,10786.0498046875,220500.0,0.004648066352152013,0.0015451529009659249
2018-07-06,10772.650390625,10816.349609375,10735.0498046875,10744.150390625,0.0,0.002128052526818883,0.0015350496462502717
2018-07-09,10852.900390625,10860.349609375,10807.150390625,10838.2998046875,183600.0,0.007421810355794803,0.0015311677710951213
2018-07-10,10947.25,10956.900390625,10876.650390625,10902.75,197000.0,0.008655921796766377,0.0015580826725103236
2018-07-11,10948.2998046875,10976.650390625,10923.0,10956.400390625,222300.0,9.589206004582807e-05,0.0013511690315696314
2018-07-12,11023.2001953125,11078.2998046875,10999.650390625,11006.9501953125,248300.0,0.006817985187144955,0.0013826508700273538
2018-07-13,11018.900390625,11071.349609375,10999.75,11056.900390625,0.0,-0.00039014473464332456,0.0013843846645006823
2018-07-16,10936.849609375,11019.5,10926.25,11018.9501953125,210500.0,-0.007474230051277428,0.00142932783198438
2018-07-17,11008.0498046875,11018.5,10925.599609375,10939.650390625,210600.0,0.006489019959189796,0.0014464302703989572
2018-07-18,10980.4501953125,11076.2001953125,10956.2998046875,11060.2001953125,225500.0,-0.0025103689537061304,0.0014565521531923048
2018-07-19,10957.099609375,11006.5,10935.4501953125,10999.5,215400.0,-0.00212882431847883,0.001354012250998248
2018-07-20,11010.2001953125,11030.25,10946.2001953125,10963.5,187300.0,0.004834521296150269,0.001346697532349448
2018-07-23,11084.75,11093.400390625,11010.9501953125,11019.849609375,229100.0,0.0067481562013002455,0.001357962408379872
2018-07-24,11134.2998046875,11143.400390625,11092.5,11109.0,205800.0,0.004460126536742217,0.001331424146850085
2018-07-25,11132.0,11157.150390625,11113.25,11148.400390625,205900.0,-0.00020657268750096133,0.0012844107895017883
2018-07-26,11167.2998046875,11185.849609375,11125.7001953125,11132.9501953125,365400.0,0.0031660038191820943,0.001285153538512066
2018-07-27,11278.349609375,11283.400390625,11210.25,11232.75,314600.0,0.00989507665693427,0.001208829978569348
2018-07-30,11319.5498046875,11328.099609375,11261.4501953125,11296.650390625,278800.0,0.0036463779405013436,0.0010750199211039956
2018-07-31,11356.5,11366.0,11267.75,11311.0498046875,256500.0,0.003258965149071806,0.0009796271683499256
2018-08-01,11346.2001953125,11390.5498046875,11313.5498046875,11359.7998046875,269700.0,-0.0009073639087465626,0.0009748587724138928
2018-08-02,11244.7001953125,11328.900390625,11234.9501953125,11328.900390625,210000.0,-0.008985979419681003,0.0011366425595466987
2018-08-03,11360.7998046875,11368.0,11294.5498046875,11297.7998046875,218300.0,0.010271892255968624,0.0012051986374661758
2018-08-07,11389.4501953125,11428.9501953125,11359.7001953125,11423.150390625,226400.0,0.0025186893129542313,0.00117884205576372
2018-08-08,11450.0,11459.9501953125,11379.2998046875,11412.5,210500.0,0.005302224530419492,0.0011434983466751178
2018-08-09,11470.7001953125,11495.2001953125,11454.099609375,11493.25,302200.0,0.0018062450766348273,0.0011382245480483814
2018-08-10,11429.5,11478.75,11419.650390625,11474.9501953125,0.0,-0.003598242758917501,0.0011492565081786834
2018-08-13,11355.75,11406.2998046875,11340.2998046875,11369.599609375,246900.0,-0.006473508743511776,0.0012180908474445397
2018-08-14,11435.099609375,11452.4501953125,11370.7998046875,11381.7001953125,232600.0,0.00696331478277028,0.0011500000989821527
2018-08-16,11385.0498046875,11449.849609375,11366.25,11397.150390625,290600.0,-0.004386464262815843,0.0011722896855966853
2018-08-17,11470.75,11486.4501953125,11431.7998046875,11437.150390625,234700.0,0.007499242877784467,0.0011848166858034255
2018-08-20,11551.75,11565.2998046875,11499.650390625,11502.099609375,232600.0,0.007036623669863275,0.0011856422804578705
2018-08-21,11570.900390625,11581.75,11539.599609375,11576.2001953125,224200.0,0.001656418678663017,0.0011808184753666282
2018-08-23,11582.75,11620.7001953125,11546.7001953125,11620.7001953125,248500.0,0.001023563041648874,0.0011609349000336825
2018-08-24,11557.099609375,11604.599609375,11532.0,11566.599609375,218800.0,-0.0022169894415104054,0.0011746100537854526
2018-08-28,11738.5,11760.2001953125,11710.5,11731.9501953125,241900.0,0.015574105002567954,0.0013529053511505055
2018-08-29,11691.900390625,11753.2001953125,11678.849609375,11744.9501953125,251600.0,-0.003977710157774837,0.0013923461880029245
2018-08-30,11676.7998046875,11698.7998046875,11639.7001953125,11694.75,313800.0,-0.0012923772322029556,0.0013431463537930607
2018-08-31,11680.5,11727.650390625,11640.099609375,11675.849609375,346500.0,0.0003168341695652239,0.0013409991159922835
2018-09-04,11520.2998046875,11602.5498046875,11496.849609375,11598.75,254800.0,-0.013810105061448566,0.0015410653333291335
2018-09-05,11476.9501953125,11542.650390625,11393.849609375,11514.849609375,246100.0,-0.003769986473883496,0.0015555794734539955
2018-09-06,11536.900390625,11562.25,11436.0498046875,11514.150390625,247900.0,0.005209934834070753,0.001486419634094829
2018-09-07,11589.099609375,11603.0,11484.400390625,11558.25,295900.0,0.0045143394792379185,0.0014212381000948391
2018-09-10,11438.099609375,11573.0,11427.2998046875,11570.25,286700.0,-0.013115113390097494,0.0015828984112999183
2018-09-11,11287.5,11479.400390625,11274.0,11476.849609375,0.0,-0.013253935347788789,0.0016939222241795881
2018-09-12,11369.900390625,11380.75,11250.2001953125,11340.099609375,268200.0,0.007273628261968242,0.001736849126708489
2018-09-14,11515.2001953125,11523.25,11430.5498046875,11443.5,276600.0,0.012698371727607837,0.0018465696922390974
2018-09-18,11278.900390625,11411.4501953125,11268.9501953125,11381.5498046875,240900.0,-0.020734160515173943,0.0021052660907168786
2018-09-19,11234.349609375,11332.0498046875,11210.900390625,11326.650390625,250600.0,-0.003957743942134398,0.0020761881949387393
2018-09-21,11143.099609375,11346.7998046875,10866.4501953125,11271.2998046875,719000.0,-0.008155577062129398,0.002101314253293938
2018-09-27,10977.5498046875,11089.4501953125,10953.349609375,11079.7998046875,405700.0,-0.014968176790750732,0.0021595596417788416
2018-09-28,10930.4501953125,11034.099609375,10850.2998046875,11008.099609375,478100.0,-0.004299770124143364,0.002105714151463303
2018-10-10,10460.099609375,10482.349609375,10318.25,10331.849609375,0.0,-0.0439845088221144,0.0029291400815710006
2018-10-11,10234.650390625,10335.9501953125,10138.599609375,10169.7998046875,483500.0,-0.021788921165731508,0.0030252448740806623
2018-10-12,10472.5,10492.4501953125,10322.150390625,10331.5498046875,343500.0,0.022973713528550762,0.0033563187683866317
2018-10-15,10512.5,10526.2998046875,10410.150390625,10524.2001953125,259500.0,0.003812251460013522,0.0032158351972041547
2018-10-16,10584.75,10604.900390625,10525.2998046875,10550.150390625,265200.0,0.006849260681022563,0.003274489418260288
2018-10-17,10453.0498046875,10710.150390625,10436.4501953125,10688.7001953125,284800.0,-0.012520502809902525,0.00328935935484927
2018-10-19,10303.5498046875,10380.099609375,10249.599609375,10339.7001953125,357500.0,-0.014405306077947945,0.00330276702748791
2018-10-22,10245.25,10408.5498046875,10224.0,10405.849609375,297300.0,-0.005674293551714025,0.0032788641364604218
2018-10-23,10146.7998046875,10222.099609375,10102.349609375,10152.599609375,302600.0,-0.009655817945697833,0.0032821735979907925
2018-10-24,10224.75,10290.650390625,10126.7001953125,10278.150390625,351400.0,0.007652886157385112,0.003306624064865342
2018-10-25,10124.900390625,10166.599609375,10079.2998046875,10135.0498046875,0.0,-0.009813476770964884,0.0032636343231452385
2018-10-26,10030.0,10128.849609375,10004.5498046875,10122.349609375,364300.0,-0.009417173007402645,0.0032498735484692244
2018-10-29,10250.849609375,10275.2998046875,10020.349609375,10078.099609375,364400.0,0.021779988895005153,0.0035209926961149336
2018-10-30,10198.400390625,10285.099609375,10175.349609375,10239.400390625,289800.0,-0.005129707325392901,0.0034630516613651744
2018-10-31,10386.599609375,10396.0,10105.099609375,10209.5498046875,375000.0,0.018285592676591408,0.0035502202616912388
2018-11-01,10380.4501953125,10441.900390625,10341.900390625,10441.7001953125,348500.0,-0.0005922280054286613,0.003459339636288996
2018-11-02,10553.0,10606.9501953125,10457.7001953125,10462.2998046875,421200.0,0.016485931474334168,0.003610073124872515
2018-11-05,10524.0,10558.7998046875,10477.0,10558.75,301900.0,-0.0027518165109068284,0.0036003679387266317
2018-11-06,10530.0,10600.25,10491.4501953125,10552.0,0.0,0.0005699629678378127,0.0035462481335218283
2018-11-07,10598.400390625,10616.4501953125,10582.2998046875,10614.4501953125,31200.0,0.006474757039787639,0.003569354419067915
2018-11-09,10585.2001953125,10619.5498046875,10544.849609375,10614.7001953125,296600.0,-0.0012462656636175824,0.002785651112021767
2018-11-12,10482.2001953125,10645.5,10464.0498046875,10607.7998046875,259700.0,-0.009778218363148,0.002589507216310879
2018-11-13,10582.5,10596.25,10440.5498046875,10451.900390625,254600.0,0.009523094254035388,0.002369824726801369
2018-11-14,10576.2998046875,10651.599609375,10532.7001953125,10634.900390625,384500.0,-0.000586063060967349,0.0023639535479691815
2018-11-15,10616.7001953125,10646.5,10557.5,10580.599609375,0.0,0.003812621107308771,0.0023466353419952434
2018-11-16,10682.2001953125,10695.150390625,10631.150390625,10644.0,342800.0,0.006150571652505879,0.0022656204653392336
2018-11-19,10763.400390625,10774.7001953125,10688.7998046875,10731.25,272100.0,0.007572703131144189,0.0021328111296732236
2018-11-20,10656.2001953125,10740.849609375,10640.849609375,10740.099609375,295200.0,-0.010009625523730635,0.0021852136361853913
2018-11-21,10600.0498046875,10671.2998046875,10562.349609375,10670.9501953125,300900.0,-0.005283201056794732,0.0021343587609953386
2018-11-26,10628.599609375,10637.7998046875,10489.75,10568.2998046875,0.0,0.0026897445375008992,0.0021152396261701744
2018-11-27,10685.599609375,10695.150390625,10596.349609375,10621.4501953125,0.0,0.005348559924642655,0.002027628652990979
2018-11-28,10728.849609375,10757.7998046875,10699.849609375,10708.75,424500.0,0.004039334223781422,0.0019251351833518666
2018-11-29,10858.7001953125,10883.0498046875,10782.349609375,10808.7001953125,691300.0,0.01203028163822991,0.0017317560845391867
2018-11-30,10876.75,10922.4501953125,10835.099609375,10892.099609375,453900.0,0.0016608635822544591,0.0016816605727966482
2018-12-03,10883.75,10941.2001953125,10845.349609375,10930.7001953125,409700.0,0.0006433675918710725,0.0014856611282686287
2018-12-04,10869.5,10890.9501953125,10833.349609375,10877.099609375,322100.0,-0.0013101492455916805,0.0014898148929811427
2018-12-06,10601.150390625,10722.650390625,10588.25,10718.150390625,318500.0,-0.02499817926829645,0.0018506634586514608
2018-12-07,10693.7001953125,10704.5498046875,10599.349609375,10644.7998046875,325800.0,0.008692278636606364,0.0018902158701806248
2018-12-10,10488.4501953125,10558.849609375,10474.9501953125,10508.7001953125,381300.0,-0.019380130942287622,0.0021429108603674774
2018-12-11,10549.150390625,10567.150390625,10333.849609375,10350.0498046875,425500.0,0.005770654643792864,0.002137423592672332
2018-12-12,10737.599609375,10752.2001953125,10560.7998046875,10591.0,360500.0,0.01770623905775317,0.0023163524659353856
2018-12-13,10791.5498046875,10838.599609375,10749.5,10810.75,376200.0,0.005011838341027756,0.00225733389131927
2018-12-14,10805.4501953125,10815.75,10752.099609375,10784.5,340100.0,0.0012872521687673252,0.002217063857719075
2018-12-17,10888.349609375,10900.349609375,10844.849609375,10853.2001953125,296900.0,0.007642719885813293,0.0022392240861345896
