Date,Close,High,Low,Open,Volume,return (n=1),volatility (n=20)
2018-03-19,12217.01953125,12369.76953125,12183.7900390625,12346.509765625,97309700.0,-0.014025779952020825,0.0028904302185976073
2018-03-20,12307.330078125,12320.0,12191.5498046875,12261.1904296875,72907500.0,0.007365003071754479,0.0027922086228911102
2018-03-22,12100.080078125,12267.169921875,12009.5,12187.73046875,138428600.0,-0.016982955579185714,0.0025966750707658135
2018-03-23,11886.3095703125,12001.7802734375,11818.7001953125,11995.509765625,145617800.0,-0.017824789049254792,0.0026726238401591084
2018-03-26,11787.259765625,11984.5,11726.6201171875,11919.6396484375,99857900.0,-0.008368014241291617,0.002480111535358536
2018-03-27,11970.830078125,12042.7802734375,11927.91015625,11996.349609375,98677800.0,0.015453596391853928,0.0025660043358819713
2018-03-28,11940.7099609375,11961.16015625,11770.400390625,11868.080078125,113396700.0,-0.0025192967971920887,0.0025583912939441183
2018-04-03,12002.4501953125,12069.48046875,11913.6201171875,11997.4697265625,95226700.0,0.0051572449764372775,0.0025697052236838603
2018-04-04,11957.900390625,12011.1201171875,11792.349609375,12000.4697265625,107305000.0,-0.0037186314002162105,0.002570667067951326
2018-04-09,12261.75,12371.1103515625,12205.3896484375,12311.01953125,77287300.0,0.02509248045350203,0.002904847814090232
2018-04-10,12397.3203125,12428.900390625,12334.9501953125,12389.900390625,99355700.0,0.010995684485054058,0.00257240436782988
2018-04-11,12293.9697265625,12381.5302734375,12256.58984375,12372.0703125,98812700.0,-0.008371469401042268,0.0026164785948284883
2018-04-12,12415.009765625,12434.240234375,12263.7001953125,12282.3896484375,82053600.0,0.009797329533186443,0.0026068342618001564
2018-04-13,12442.400390625,12523.9697265625,12411.650390625,12461.3095703125,76693800.0,0.002203820584186531,0.0025720732589460792
2018-04-16,12391.41015625,12487.0400390625,12375.6298828125,12478.990234375,62656800.0,-0.004106522914396425,0.0025813382576834187
