Date,Close,High,Low,Open,Volume,return (n=1),volatility (n=20)
2018-03-19,2475.030029296875,2493.56005859375,2470.909912109375,2491.989990234375,477200.0,-0.0076232775728357835,0.002846543143666523
2018-03-20,2485.52001953125,2485.52001953125,2456.800048828125,2456.800048828125,291500.0,0.004229372052628362,0.0025581049671920325
2018-03-22,2496.02001953125,2508.7099609375,2485.340087890625,2494.840087890625,482100.0,0.004215570071629401,0.0025570659558388936
2018-03-23,2416.760009765625,2450.39990234375,2412.6201171875,2446.72998046875,458000.0,-0.03226966693738738,0.002914831013066098
2018-03-26,2437.080078125,2437.080078125,2399.43994140625,2414.679931640625,306900.0,0.008372829224525199,0.002681544008227267
2018-03-27,2452.06005859375,2456.550048828125,2444.919921875,2455.0,332100.0,0.006127878083175807,0.002690223327288265
2018-03-28,2419.2900390625,2430.77001953125,2409.469970703125,2425.93994140625,501300.0,-0.01345438665255892,0.0026656611559521502
2018-04-03,2442.429931640625,2442.429931640625,2416.43994140625,2422.260009765625,497100.0,0.009519292536855257,0.0027103081250971425
2018-04-04,2408.06005859375,2447.969970703125,2405.909912109375,2447.969970703125,551700.0,-0.014171948963138609,0.002797671465541528
2018-04-09,2444.080078125,2446.280029296875,2424.14990234375,2424.14990234375,334400.0,0.01484733755082327,0.0028437143042544595
2018-04-10,2450.739990234375,2454.360107421875,2419.550048828125,2439.93994140625,356400.0,0.0027212098202081913,0.002595075945428224
2018-04-11,2444.219970703125,2458.989990234375,2441.199951171875,2456.530029296875,355200.0,-0.0026639741445066306,0.0025002828217918238
2018-04-12,2442.7099609375,2454.949951171875,2441.580078125,2450.949951171875,441600.0,-0.0006179789089686622,0.0024894112106147092
2018-04-13,2455.070068359375,2457.85009765625,2442.35009765625,2449.419921875,395900.0,0.00504723919286696,0.002418886621290368
2018-04-16,2457.489990234375,2466.159912109375,2449.969970703125,2466.0400390625,347200.0,0.0009851979586493673,0.00235761260657345
2018-04-17,2453.77001953125,2465.6298828125,2449.080078125,2459.389892578125,394700.0,-0.0015148745564781748,0.002298353416054603
2018-04-18,2479.97998046875,2486.72998046875,2467.550048828125,2467.550048828125,647300.0,0.010624862428061255,0.0023556823277851103
2018-04-19,2486.10009765625,2490.570068359375,2476.510009765625,2483.260009765625,727000.0,0.0024647690691947284,0.0023536550020308846
2018-04-20,2476.330078125,2485.14990234375,2472.3701171875,2478.590087890625,531700.0,-0.00393759984870221,0.002357572181345781
2018-04-23,2474.110107421875,2478.570068359375,2466.570068359375,2473.699951171875,701400.0,-0.00089687816385156,0.0023571750118082883
2018-04-24,2464.139892578125,2479.320068359375,2454.43994140625,2478.469970703125,524300.0,-0.004037960164381026,0.002334973594634302
2018-04-25,2448.81005859375,2453.5400390625,2436.510009765625,2444.18994140625,466100.0,-0.006240602443970239,0.0023411413087241393
2018-04-26,2475.639892578125,2484.090087890625,2456.199951171875,2460.6201171875,520900.0,0.010896688859155285,0.002401443876125318
2018-04-27,2492.39990234375,2508.1298828125,2484.18994140625,2497.75,465000.0,0.006747157446196382,0.0017407648981129975
2018-05-02,2505.610107421875,2516.570068359375,2501.7099609375,2515.75,807600.0,0.005286198232634229,0.00171554459720841
2018-05-08,2449.81005859375,2479.75,2444.080078125,2468.449951171875,714700.0,-0.022521766292288838,0.0020688571265210995
2018-05-09,2443.97998046875,2451.860107421875,2428.7900390625,2450.7099609375,593400.0,-0.0023826444684278787,0.0019507139268698365
2018-05-10,2464.159912109375,2464.719970703125,2448.010009765625,2458.669921875,490000.0,0.008223092982202801,0.0019359770278050627
2018-05-11,2477.7099609375,2483.85009765625,2468.409912109375,2469.300048828125,599900.0,0.005483787769626227,0.0017894007761303952
2018-05-14,2476.110107421875,2486.169921875,2471.909912109375,2482.969970703125,650700.0,-0.0006459070168755108,0.0016454810359782805
2018-05-15,2458.5400390625,2480.219970703125,2456.199951171875,2476.8701171875,712600.0,-0.007121130003808442,0.0016859853046252815
2018-05-16,2459.820068359375,2465.550048828125,2444.669921875,2446.639892578125,691800.0,0.0005205106164728698,0.0016794601648518206
2018-05-17,2448.449951171875,2472.820068359375,2448.429931640625,2468.719970703125,596800.0,-0.004633052982299536,0.0016972536219022527
2018-05-18,2460.64990234375,2461.949951171875,2452.340087890625,2459.72998046875,431400.0,0.00497035165384245,0.001696670166421818
2018-05-23,2471.909912109375,2476.860107421875,2460.070068359375,2462.97998046875,752700.0,0.00456559261252479,0.0017108956613965923
2018-05-24,2466.010009765625,2481.31005859375,2457.840087890625,2477.47998046875,638100.0,-0.002389631765857719,0.0017138839598037788
2018-05-25,2460.800048828125,2466.570068359375,2444.77001953125,2452.800048828125,653600.0,-0.0021149436724963114,0.0016270902349842175
